Scenario_ID,Model,Scenario,Region,Variable,Unit,Year,Value
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,World,Secondary Energy|Electricity,EJ/yr,2005,65.319759872
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.046291352
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity,EJ/yr,2005,16.1409
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.77014
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,4.93391
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.09143
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,4.32811
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.78832
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.0089
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.74119
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,35.67227
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.64578
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity,EJ/yr,2005,65.084
MESSAGE-GLOBIOM 1.0 - ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.295
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Asia,Secondary Energy|Electricity,EJ/yr,2005,16.1383021347388
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.76718965461589
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,4.9339144362111
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.08063933044675
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,4.32811886520594
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.7883182407251
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.00889282532253
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.74119
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,35.6716625672139
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.64412582078426
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Secondary Energy|Electricity,EJ/yr,2005,65.0808908286922
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.021463046572
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Asia,Secondary Energy|Electricity,EJ/yr,2005,16.1383021347388
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.76718965461589
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,4.9339144362111
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.08063933044675
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,4.32811886520594
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.7883182407251
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.00889282532253
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.74119
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,35.6716625672139
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.64412582078426
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Secondary Energy|Electricity,EJ/yr,2005,65.0808908286922
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.021463046572
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,2005,16.1406
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.76687
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,4.93392
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.08587
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,4.32811999999999
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.78832
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.00889
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.74119
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,35.66953
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.64575
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,2005,65.081
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.286
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity,EJ/yr,2005,18.8087195722177
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.76718965461589
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,6.407306019065
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.08063933044675
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,5.21052269187904
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.7883182407251
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.81067115040341
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.74119
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,40.1918562885462
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.64412582078426
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity,EJ/yr,2005,75.4290757221114
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.021463046572
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Secondary Energy|Electricity,EJ/yr,2005,64.5145220757693
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.7574366582857
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity,EJ/yr,2005,16.2855408572978
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.82527648847961
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,4.93624975254975
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.08623345335981
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,4.32189380088
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.89429953893899
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.11531649553194
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.804577072932022
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,36.1666384827137
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.60217702136126
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity,EJ/yr,2005,65.82564248328
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.2125634128843
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,Asia,Secondary Energy|Electricity,EJ/yr,2005,11.7331788539886
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.355268761515617
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,3.43172764778137
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.58180797100066
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,Latin America,Secondary Energy|Electricity,EJ/yr,2005,1.44828224182129
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.067735388875007
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,19.4201352596283
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,3.69659817218781
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,World,Secondary Energy|Electricity,EJ/yr,2005,65.4944458007812
POLES EMF33 - EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.0713863372803
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,Asia,Secondary Energy|Electricity,EJ/yr,2005,11.7331788539886
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.355268761515617
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,3.43172764778137
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.58180797100066
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,Latin America,Secondary Energy|Electricity,EJ/yr,2005,1.44828224182129
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.067735388875007
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,19.4201352596283
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,3.69659817218781
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,World,Secondary Energy|Electricity,EJ/yr,2005,65.4944458007812
POLES EMF33 - EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.0713863372803
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,Asia,Secondary Energy|Electricity,EJ/yr,2005,11.7331788539886
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.355268761515617
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,3.43172764778137
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.58180797100066
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,Latin America,Secondary Energy|Electricity,EJ/yr,2005,1.44828224182129
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.067735388875007
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,19.4201352596283
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,3.69659817218781
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,World,Secondary Energy|Electricity,EJ/yr,2005,65.4944458007812
POLES EMF33 - EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,13.0713863372803
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity,EJ/yr,2005,14.774
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.7459
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,2.7039
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.2757
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,3.9127
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.066
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.0068
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.7812
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,35.0797
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.5054
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity,EJ/yr,2005,60.4769
REMIND 1.7 - ADVANCE_2020_1.5C-2100,REMIND 1.7,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.3742
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Asia,Secondary Energy|Electricity,EJ/yr,2005,14.774
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.7459
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,2.7039
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.2757
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2005,3.9127
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2005,2.066
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Latin America,Secondary Energy|Electricity,EJ/yr,2005,4.0068
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2005,0.7812
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,OECD Countries,Secondary Energy|Electricity,EJ/yr,2005,35.0797
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2005,6.5054
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,World,Secondary Energy|Electricity,EJ/yr,2005,60.4769
REMIND 1.7 - CEMICS-1.5-CDR12,REMIND 1.7,CEMICS-1.5-CDR12,World,Secondary Energy|Electricity|Gas,EJ/yr,2005,12.3742
REMIND 1.7 - CEMICS-1.5-CDR20,REMIND 1.7,CEMICS-1.5-CDR20,Asia,Secondary Energy|Electricity,EJ/yr,2005,14.774
REMIND 1.7 - CEMICS-1.5-CDR20,REMIND 1.7,CEMICS-1.5-CDR20,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.7459
REMIND 1.7 - CEMICS-1.5-CDR20,REMIND 1.7,CEMICS-1.5-CDR20,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2005,2.7039
REMIND 1.7 - CEMICS-1.5-CDR20,REMIND 1.7,CEMICS-1.5-CDR20,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2005,1.2757
