Year,Scenario_ID,Model,Scenario,Region,Variable,Unit,Value,Variable_clean,Variable_standardized
2085,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.0407,secondary energy|electricity|gas,Electricity|Gas
2015,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.2829,secondary energy|electricity|gas,Electricity|Gas
2020,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.5241,secondary energy|electricity|gas,Electricity|Gas
2025,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.9132,secondary energy|electricity|gas,Electricity|Gas
2030,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.8888,secondary energy|electricity|gas,Electricity|Gas
2035,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.2129,secondary energy|electricity|gas,Electricity|Gas
2040,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.6339,secondary energy|electricity|gas,Electricity|Gas
2045,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.1782,secondary energy|electricity|gas,Electricity|Gas
2050,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2055,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2060,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2065,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2070,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2080,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2.242,secondary energy|electricity|gas,Electricity|Gas
2015,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2.7346,secondary energy|electricity|gas,Electricity|Gas
2020,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,3.0621,secondary energy|electricity|gas,Electricity|Gas
2025,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,3.0748,secondary energy|electricity|gas,Electricity|Gas
2030,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2.7994,secondary energy|electricity|gas,Electricity|Gas
2035,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,1.9189,secondary energy|electricity|gas,Electricity|Gas
2040,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,1.1273,secondary energy|electricity|gas,Electricity|Gas
2045,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.3554,secondary energy|electricity|gas,Electricity|Gas
2050,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2055,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2060,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2065,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2070,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2080,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,8.2391,secondary energy|electricity|gas,Electricity|Gas
2015,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,10.2184,secondary energy|electricity|gas,Electricity|Gas
2020,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,11.4634,secondary energy|electricity|gas,Electricity|Gas
2025,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,13.3251,secondary energy|electricity|gas,Electricity|Gas
2030,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,13.8312,secondary energy|electricity|gas,Electricity|Gas
2035,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,9.6806,secondary energy|electricity|gas,Electricity|Gas
2040,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,5.4411,secondary energy|electricity|gas,Electricity|Gas
2045,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,1.5926,secondary energy|electricity|gas,Electricity|Gas
2050,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2055,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2060,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2065,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2070,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2080,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.4202,secondary energy|electricity|gas,Electricity|Gas
2015,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.7709,secondary energy|electricity|gas,Electricity|Gas
2020,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,3.0533,secondary energy|electricity|gas,Electricity|Gas
2025,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,3.3261,secondary energy|electricity|gas,Electricity|Gas
2030,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.8302,secondary energy|electricity|gas,Electricity|Gas
2035,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.6899,secondary energy|electricity|gas,Electricity|Gas
2040,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.9058,secondary energy|electricity|gas,Electricity|Gas
2045,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.242,secondary energy|electricity|gas,Electricity|Gas
2050,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2055,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2060,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2065,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2070,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2080,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,16.0457,secondary energy|electricity|gas,Electricity|Gas
2015,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,19.3872,secondary energy|electricity|gas,Electricity|Gas
2020,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,21.7999,secondary energy|electricity|gas,Electricity|Gas
2025,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,24.6069,secondary energy|electricity|gas,Electricity|Gas
2030,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,24.126,secondary energy|electricity|gas,Electricity|Gas
2035,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,16.3592,secondary energy|electricity|gas,Electricity|Gas
2040,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,9.1415,secondary energy|electricity|gas,Electricity|Gas
2045,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,2.6585,secondary energy|electricity|gas,Electricity|Gas
2050,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2055,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2060,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2065,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2070,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2080,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,AIM/CGE 2.1 - CD-LINKS_NPi2020_400,AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,24.8038,secondary energy|electricity,Electricity
2015,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,34.4097,secondary energy|electricity,Electricity
2020,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,43.9408,secondary energy|electricity,Electricity
2025,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,55.4899,secondary energy|electricity,Electricity
2030,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,72.6942,secondary energy|electricity,Electricity
2035,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,89.1456999999999,secondary energy|electricity,Electricity
2040,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,99.4157,secondary energy|electricity,Electricity
2045,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,111.1143,secondary energy|electricity,Electricity
2050,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,127.8318,secondary energy|electricity,Electricity
2055,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,143.1407,secondary energy|electricity,Electricity
2060,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,158.6259,secondary energy|electricity,Electricity
2065,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,172.943699999999,secondary energy|electricity,Electricity
2070,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,184.0415,secondary energy|electricity,Electricity
2075,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,191.3288,secondary energy|electricity,Electricity
2080,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,196.9763,secondary energy|electricity,Electricity
2085,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,201.8727,secondary energy|electricity,Electricity
2090,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,206.5644,secondary energy|electricity,Electricity
2095,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,210.3658,secondary energy|electricity,Electricity
2100,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Asia,Secondary Energy|Electricity,EJ/yr,213.4514,secondary energy|electricity,Electricity
2010,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Latin America,Secondary Energy|Electricity,EJ/yr,4.7721,secondary energy|electricity,Electricity
2015,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Latin America,Secondary Energy|Electricity,EJ/yr,5.4777,secondary energy|electricity,Electricity
2020,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Latin America,Secondary Energy|Electricity,EJ/yr,6.1229,secondary energy|electricity,Electricity
2025,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Latin America,Secondary Energy|Electricity,EJ/yr,8.5161,secondary energy|electricity,Electricity
2030,AIM/CGE 2.2 - EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,Latin America,Secondary Energy|Electricity,EJ/yr,10.5717,secondary energy|electricity,Electricity
